invoiceKey,invoiceNumber,organization,orgMatch,issueDate,currency,milestone,amountEur,amountRon,tier,confidence,proposedPartNumber,proposedContractRef,amountMatchedOn,trackerYear,issuer,trackerDescription,invoiceServiceText,candidateCount,reason,topCandidates,lineProposals
accounting:BT.BIT 59,BT.BIT 59,UP ROMANIA S.R.L.,none,2018-06-22,RON,,4000,22222.54,UNRESOLVED,NONE,,,,,,,"SERVICII CONFORM CONTRACT NR.116 DIN 06.03.2018 SERVICII CONFORM CONTRACT NR.116 DIN 06.03.2018 4000 euro+TVA la cursul BNR de 4,6686 lei din 22.06.2018",0,org not found in tracker,[],
accounting:BT.BIT 60,BT.BIT 60,ZIPPER SERVICES SRL,exact,2018-06-22,RON,storno,1200,20012.85,SCORED,MEDIUM,RED-GDPR-10,120 DIN 22.03.2018,avans,2018,BSS,bbraun gdpr,STORNO AVANS FACTURA 46/04.04.2016 STORNO AVANS FACTURA 46/04.04.2016 1200 euro | SERVICII CONFORM CONTRACT NR.120 DIN 22.03.2018 | SERVICII CONFORM CONTRACT NR,12,"org exact; score=45 margin=23 on [amount~avans, data final (0d)]; 1 distinct part# near top; storno","[{""pn"":""RED-GDPR-10"",""score"":45,""on"":[""amount~avans"",""data final (0d)""],""ref"":""120 DIN 22.03.2018"",""desc"":""bbraun gdpr""},{""pn"":""PHISH-P-L-MM-S-200-12"",""score"":22,""on"":[""amount~final""],""ref"":""Nr. 200/01.09.2021"",""desc"":""phish enterprise trimestrial""},{""pn"":""RED-GDPR-3"",""score"":15,""on"":[""data avans (25d)""],""ref"":""NR.44 DIN 04.05.2018"",""desc"":""bilete.ro gdpr""}]","[{""service"":""STORNO AVANS FACTURA 46/04.04.2016 | STORNO AVANS FACTURA 46"",""partNumber"":""RED-GDPR-10"",""score"":45,""on"":[""amount~avans"",""data final (0d)""]},{""service"":""SERVICII CONFORM CONTRACT NR.120 DIN 22.03.2018 | SERVICII C"",""partNumber"":""RED-GDPR-10"",""score"":45,""on"":[""amount~total"",""data final (0d)""]}]"
accounting:BT.BIT 61,BT.BIT 61,GHICA TATIANA-CRISTINA - CABINET INDIVIDUAL DE AVOCAT,none,2018-06-26,RON,storno,,2661.6,UNRESOLVED,NONE,,,,,,,STORNO FACTURA AVANS BT BIT 49/02.05.2018 STORNO FACTURA AVANS BT BIT 49/02.05.2018 | SERVICII CONFORM CONTRACT NR.122 DIN 24.04.2018 | SERVICII CONFORM CONTRAC,0,org not found in tracker,[],
accounting:BT.BIT 62,BT.BIT 62,MEDIADAV SOLUTIONS SRL-D,none,2018-07-04,RON,,10000,55399.26,UNRESOLVED,NONE,,,,,,,"SERVICII CONFORM CONTRACT NR.113 DIN 13.03.2018 SERVICII CONFORM CONTRACT NR.113 DIN 13.03.2018 10000 euro +TVA la cursul BNR de 4,6554 lei din 04.07.2018",0,org not found in tracker,[],
accounting:BT.BIT 63,BT.BIT 63,ZIPPER SERVICES SRL,exact,2018-07-20,RON,,1000,5539.33,DETERMINISTIC,HIGH,RED-PEN-S-WB-1,NR.109 DIN 07.12.2017,,2017,BSS,pentest aplicatie si cod review,SERVICII CONFORM ACT ADITIONAL NR.3 DIN 25.06.2018 SERVICII CONFORM ACT ADITIONAL NR.3 DIN 25.06.2018 LA CONTRACT NR.109/07.12.2017 (1000 euro +TVA la cursul BN,1,org exact; unique part# via contract 109,"[{""pn"":""RED-PEN-S-WB-1"",""score"":100,""on"":[""contract#""],""ref"":""NR.109 DIN 07.12.2017"",""desc"":""pentest aplicatie si cod review""}]",
accounting:BT.BIT 64,BT.BIT 64,ZIPPER SERVICES SRL,exact,2018-08-01,RON,,4500,24784.55,DETERMINISTIC,HIGH,RED-PEN-S-WB-1,NR.109 DIN 07.12.2017,,2017,BSS,pentest aplicatie si cod review,SERVICII CONFORM ACT ADITIONAL NR.2 DIN 16.03.2018 SERVICII CONFORM ACT ADITIONAL NR.2 DIN 16.03.2018 la contractul nr.109 din 09.12.2017( 4500 euro +TVA),1,org exact; unique part# via contract 109,"[{""pn"":""RED-PEN-S-WB-1"",""score"":100,""on"":[""contract#""],""ref"":""NR.109 DIN 07.12.2017"",""desc"":""pentest aplicatie si cod review""}]",
accounting:BT.BIT 65,BT.BIT 65,ZIPPER SERVICES SRL,exact,2018-09-03,RON,,500,2763.18,DETERMINISTIC,HIGH,RED-PEN-S-WB-1,NR.109 DIN 07.12.2017,,2017,BSS,pentest aplicatie si cod review,SERVICII CONFORM ACT ADITIONAL NR.4 DIN 08.08.2018 SERVICII CONFORM ACT ADITIONAL NR.4 DIN 08.08.2018 La contract 109/07.12.2017 ( 500 euro+TVA),1,org exact; unique part# via contract 109,"[{""pn"":""RED-PEN-S-WB-1"",""score"":100,""on"":[""contract#""],""ref"":""NR.109 DIN 07.12.2017"",""desc"":""pentest aplicatie si cod review""}]",
accounting:BT.BIT 66,BT.BIT 66,ONLINE VENUES & EVENTS SRL,exact,2018-09-03,RON,,1000,5526.3,DETERMINISTIC,HIGH,RED-PEN-S-B-1,119/15.03.2018,,2018,BSS,pentest app,SERVICII CONFORM CONTRACT NR.119 DIN 15.03.2018 SERVICII CONFORM CONTRACT NR.119 DIN 15.03.2018 1000 euro +TVA,1,org exact; unique part# via contract 119,"[{""pn"":""RED-PEN-S-B-1"",""score"":100,""on"":[""contract#""],""ref"":""119/15.03.2018"",""desc"":""pentest app""}]",
accounting:BT.BIT 67,BT.BIT 67,CREATIVE MEDIA DEVELOPMENT SRL,none,2018-09-03,RON,,650,3587.11,UNRESOLVED,NONE,,,,,,,Servicii conform anexa 2 la contract nr.112/09.01.2018 Servicii conform anexa 2 la contract nr.112/09.01.2018 Act aditional nr. 1 din 22.05.2018 (650 euro +TVA),0,org not found in tracker,[],
accounting:BT.BIT 68,BT.BIT 68,ZIPPER SERVICES SRL,exact,2018-09-03,RON,storno,800,4423.18,SCORED,MEDIUM,RED-GDPR-3,NR.44 DIN 04.05.2018,avans,2018,BSS,bilete.ro gdpr,STORNO AVANS 50 % CONFORM CONTRACT NR.ZS44 DIN 04.05.2018 STORNO AVANS 50 % CONFORM CONTRACT NR.ZS44 DIN 04.05.2018 FACTURA 52 DIN 28.05.2018(800 euro +TVA la c,11,"org exact; score=45 margin=30 on [amount~avans, data final (0d)]; 1 distinct part# near top; storno","[{""pn"":""RED-GDPR-3"",""score"":45,""on"":[""amount~avans"",""data final (0d)""],""ref"":""NR.44 DIN 04.05.2018"",""desc"":""bilete.ro gdpr""},{""pn"":""RED-GDPR-10"",""score"":15,""on"":[""data final (0d)""],""ref"":""Nr. 4 Din 08.08.2018 ctr NR.108/07.12.20"",""desc"":""typo offset gdpr""},{""pn"":""RED-GDPR-10"",""score"":8,""on"":[""data final (73d)""],""ref"":""120 DIN 22.03.2018"",""desc"":""bbraun gdpr""}]","[{""service"":""STORNO AVANS 50 % CONFORM CONTRACT NR.ZS44 DIN 04.05.2018 | "",""partNumber"":""RED-GDPR-3"",""score"":45,""on"":[""amount~avans"",""data final (0d)""]},{""service"":""SERVICII CONFORM CONTRACT  NR.ZS44 DIN 04.05.2018 | SERVICII"",""partNumber"":""RED-GDPR-3"",""score"":45,""on"":[""amount~total"",""data final (0d)""]}]"
accounting:BT.BIT 69,BT.BIT 69,RATIONAL SOFTWARE CONSULTING SRL,none,2018-09-13,RON,avans,5000,27602.6,UNRESOLVED,NONE,,,,,,,AVANS SERVICII CONFORM ACT ADITIONAL NR.1 AVANS SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACT NR.129/13.09.2018 ( 5000 EURO+TVA),0,org not found in tracker,[],
accounting:BT.BIT 70,BT.BIT 70,MEDIADAV SOLUTIONS SRL-D,none,2018-09-20,RON,,9000,49827.2,UNRESOLVED,NONE,,,,,,,"SERVICII CONFORM CONTRACT NR.113 DIN 13.03.2018 SERVICII CONFORM CONTRACT NR.113 DIN 13.03.2018 9000 euro+ TVA la cursul BNR de 4,6524 lei din 19.09.2018",0,org not found in tracker,[],
accounting:BT.BIT 71,BT.BIT 71,AVAELGO SRL,none,2018-09-24,RON,,3500,19399.74,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ANEXA 1 LA CONTRACT 598/11.09.2017 SERVICII CONFORM ANEXA 1 LA CONTRACT 598/11.09.2017 3500 EURO,0,org not found in tracker,[],
accounting:BT.BIT 72,BT.BIT 72,ORANGE ROMANIA SA,exact,2018-10-18,RON,,24000,133255.25,SCORED,MEDIUM,ORO-TEM-DEV-200,PO 40352671,final,2018,BSS,dezv,"New Integrations and Updates to BIS Threatmap New Integrations and Updates to BIS Threatmap PO numarul 40352671, Nr Notificare C53784, Nr Receptie 141630( 24000",18,"org exact; score=45 margin=23 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""ORO-TEM-DEV-200"",""score"":45,""on"":[""amount~final"",""data final (0d)""],""ref"":""PO 40352671"",""desc"":""dezv""},{""pn"":""PHISH-P-L-YY-A-15000"",""score"":22,""on"":[""amount~final""],""ref"":""PO 40451579"",""desc"":""licente tem 2021""},{""pn"":""CYBEREDU-SM-Y-100-12"",""score"":22,""on"":[""amount~final""],""ref"":""PO 40407868"",""desc"":""multiple services""}]",
accounting:BT.BIT 73,BT.BIT 73,CONNECTIONS CONSULT SRL,none,2018-10-31,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 74,BT.BIT 74,RATIONAL SOFTWARE CONSULTING SRL,none,2018-11-05,RON,storno,5000,27865.68,UNRESOLVED,NONE,,,,,,,AVANS SERVICII CONFORM ACT ADITIONAL NR.1 AVANS SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACT NR.129/13.09.2018 ( 5000 EURO+TVA) -Factura 69/13.09.2018 Storne,0,org not found in tracker,[],
accounting:BT.BIT 75,BT.BIT 75,ASOCIATIA CENTRUL DE CERCETARE IN SECURITATE INFORMATICA DIN ROM,none,2018-11-20,RON,,9000,49975,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM CONTRACT NR.917 DIN 01.11.2018 SERVICII CONFORM CONTRACT NR.917 DIN 01.11.2018 9000 euro+TVA,0,org not found in tracker,[],
accounting:BT.BIT 76,BT.BIT 76,ORANGE ROMANIA SA,exact,2018-11-28,RON,,,55430.2,SCORED,LOW,ORO-TEM-DEV-50,PO 40361678,,2018,BSS,dezvoltari tem,Servicii de securitate (Cyber Attack Recovery) Servicii de securitate (Cyber Attack Recovery) Notification number: C55674;Bon de comanda nr. 40360300 din 27-11-,26,org exact; score=15 margin=0 on [data final (23d)]; 4 distinct part# near top,"[{""pn"":""ORO-TEM-DEV-50"",""score"":15,""on"":[""data final (23d)""],""ref"":""PO 40361678"",""desc"":""dezvoltari tem""},{""pn"":""BLUE-IR-100"",""score"":15,""on"":[""data final (30d)""],""ref"":""PO 40360300"",""desc"":""data breach""},{""pn"":""ORO-TEM-DEV-100"",""score"":8,""on"":[""data final (113d)""],""ref"":""PO 40342292"",""desc"":""dezv""}]",
accounting:BT.BIT 77,BT.BIT 77,CONNECTIONS CONSULT SRL,none,2018-12-03,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 78,BT.BIT 78,ONLINE VENUES & EVENTS SRL,exact,2018-12-03,RON,,1000,5540.64,DETERMINISTIC,HIGH,RED-PEN-S-B-1,119/15.03.2018,,2018,BSS,pentest app,SERVICII CONFORM CONTRACT NR.119 DIN 15.03.2018 SERVICII CONFORM CONTRACT NR.119 DIN 15.03.2018 1000 euro+TVA,1,org exact; unique part# via contract 119,"[{""pn"":""RED-PEN-S-B-1"",""score"":100,""on"":[""contract#""],""ref"":""119/15.03.2018"",""desc"":""pentest app""}]",
accounting:BT.BIT 79,BT.BIT 79,CONNECTIONS CONSULT SRL,none,2018-12-03,RON,,,55406.4,UNRESOLVED,NONE,,,,,,,ANEXA 1 CONTRACT DE PREST?RI SERVICII Nr. 130/26.09.2018 ANEXA 1 CONTRACT DE PREST?RI SERVICII Nr. 130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 80,BT.BIT 80,OTTER-DISTRIBUTION SRL,none,2018-12-11,RON,storno,1800,29806.14,UNRESOLVED,NONE,,,,,,,"Stornare Fact.58_Avans 40% conform Anexa 1 din Ctr 123/25.04 Stornare Fact.58_Avans 40% conform Anexa 1 din Ctr 123/25.04 1800 euro +TVA la cursul BNR de 4,6662",0,org not found in tracker,[],
accounting:BT.BIT 81,BT.BIT 81,CREATIVE MEDIA DEVELOPMENT SRL,none,2018-12-11,RON,,650,3596.39,UNRESOLVED,NONE,,,,,,,Servicii conform anexa 2 la contract nr.112/09.01.2018 Servicii conform anexa 2 la contract nr.112/09.01.2018 Act aditional nr. 1 din 22.05.2018 (650 euro +TVA),0,org not found in tracker,[],
accounting:BT.BIT 82,BT.BIT 82,ORANGE ROMANIA SA,exact,2018-12-21,RON,,3200,17744.52,SCORED,MEDIUM,ORO-TEM-DEV-50,PO 40361678,final,2018,BSS,dezvoltari tem,Adaugare/imbunatatire functionalitati pentru Adaugare/imbunatatire functionalitati pentru platforma BIS Threat Map Bon de comanda nr.40361678 ; C57097 ( 3200 eu,11,"org exact; score=45 margin=12 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""ORO-TEM-DEV-50"",""score"":45,""on"":[""amount~final"",""data final (0d)""],""ref"":""PO 40361678"",""desc"":""dezvoltari tem""},{""pn"":""ORO-TEM-DEV-50"",""score"":33,""on"":[""amount~final"",""desc~0.44""],""ref"":""PO 40298463"",""desc"":""Adaugare/imbunatatire\nfunctionalitati pentru\nplatforma BIS T""},{""pn"":""RED-PEN-B-I-B-20"",""score"":22,""on"":[""amount~final""],""ref"":""27.5.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 83,BT.BIT 83,CONNECTIONS CONSULT SRL,none,2018-12-31,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 84,BT.BIT 84,CONNECTIONS CONSULT SRL,none,2019-01-31,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 85,BT.BIT 85,AVAELGO SRL,none,2019-02-04,RON,,5000,28289.87,UNRESOLVED,NONE,,,,,,,Servicii conform anexa 3 la contractul 598/11.09.2017 Servicii conform anexa 3 la contractul 598/11.09.2017 5000 euro +TVA,0,org not found in tracker,[],
accounting:BT.BIT 86,BT.BIT 86,RATIONAL SOFTWARE CONSULTING SRL,none,2019-02-06,RON,,1200,6772.58,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 LA CONTRACTUL NR.129/13.09.2018 ( 1200 EURO+TVA),0,org not found in tracker,[],
accounting:BT.BIT 87,BT.BIT 87,CRYPTOCOIN.PRO S.R.L.,none,2018-12-13,RON,,,21863.47,UNRESOLVED,NONE,,,,,,,"90 ETH received 90 ETH received decizie venita din afara, de la Curtea Europeana de Justitie, care spune ca moneda este scutita de plata taxei pe valoare adauga",0,org not found in tracker,[],
accounting:BT.BIT 88,BT.BIT 88,VIG MANAGEMENT SERVICE SRL,exact,2019-02-25,RON,avans,3060,17339.98,UNRESOLVED,NONE,,,,,,,"Avans servicii conform: contract 134/14.12.2018 Avans servicii conform: contract 134/14.12.2018 3060 euro+TVA la cursul BNR de 4,7619 lei din 22.02.2019",1,org exact; 1 activities but no signal matched,[],
accounting:BT.BIT 89,BT.BIT 89,OMNIASIG VIENNA INSURANCE GROUP S.A.,none,2019-02-25,RON,,11250,63749.93,UNRESOLVED,NONE,,,,,,,"SERVICII CONFORM CONTRACT NR.139/14.01.2019 SERVICII CONFORM CONTRACT NR.139/14.01.2019 11.250 euro+TVA la cursul BNR de 4,7619 lei din 22.02.2019",0,org not found in tracker,[],
accounting:BT.BIT 90,BT.BIT 90,BCR ASIGURARI DE VIATA VIENNA INSURANCE GROUP SA,none,2019-02-25,RON,avans,4500,25499.97,UNRESOLVED,NONE,,,,,,,"AVANS SERVICII CONFORM CONTRACT 136/14.12.2018 AVANS SERVICII CONFORM CONTRACT 136/14.12.2018 4500 euro+TVA la cursul BNR de 4,7619 lei din 22.02.2019",0,org not found in tracker,[],
accounting:BT.BIT 91,BT.BIT 91,ASIGURAREA ROMANEASCA - ASIROM VIENNA INSURANCE GROUP SA,none,2019-02-25,RON,avans,6300,35699.96,UNRESOLVED,NONE,,,,,,,"AVANS SERVICII CONFOR CONTRACT NR.135/14.12.2018 AVANS SERVICII CONFOR CONTRACT NR.135/14.12.2018 6300 euro +TVA la cursul BNR de 4,7619 lei din 22.02.2019",0,org not found in tracker,[],
accounting:BT.BIT 92,BT.BIT 92,CREATIVE MEDIA DEVELOPMENT SRL,none,2019-02-27,RON,,12500,70519.4,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM CONTRACT 112/29.01.2019 SERVICII CONFORM CONTRACT 112/29.01.2019 Anexa 6 descriere servicii identificare si evaluare vulnerabilitati(12500 euro,0,org not found in tracker,[],
accounting:BT.BIT 93,BT.BIT 93,CONNECTIONS CONSULT SRL,none,2019-02-28,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 94,BT.BIT 94,ZIPPER SERVICES SRL,exact,2019-02-28,RON,,1350,7617.38,DETERMINISTIC,HIGH,RED-GDPR-5,NR.142/18.02.2019,,2019,BSS,romfilatelia gdpr,SERVICII CONFORM CONTRACT NR.142/18.02.2019 SERVICII CONFORM CONTRACT NR.142/18.02.2019 1350 EURO+TVA reprezentand 50%,1,org exact; unique part# via contract 142,"[{""pn"":""RED-GDPR-5"",""score"":100,""on"":[""contract#""],""ref"":""NR.142/18.02.2019"",""desc"":""romfilatelia gdpr""}]",
accounting:BT.BIT 95,BT.BIT 95,CREATIVE MEDIA DEVELOPMENT SRL,none,2019-03-01,RON,,1200,6773.43,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 LA CONTRACTUL NR.129/13.09.2018 ( 1200 EURO+TVA),0,org not found in tracker,[],
accounting:BT.BIT 96,BT.BIT 96,CREATIVE MEDIA DEVELOPMENT SRL,none,2019-03-04,RON,,650,3666.15,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM CONTRACT 112/29.01.2018 SERVICII CONFORM CONTRACT 112/29.01.2018 servicii conform anexa pentru luna februarie(650 EURO+tva),0,org not found in tracker,[],
accounting:BT.BIT 97,BT.BIT 97,BCR ASIGURARI DE VIATA VIENNA INSURANCE GROUP SA,none,2019-03-12,RON,storno,4500,-21428.55,UNRESOLVED,NONE,,,,,,,STORNARE AVANS SERVICII CONFORM CONTRACT 136/14.12.2018 STORNARE AVANS SERVICII CONFORM CONTRACT 136/14.12.2018 FACTURA BT.BIT 90/ 25.02.2018(4500 euro+TVA la c,0,org not found in tracker,[],
accounting:BT.BIT 98,BT.BIT 98,VIG MANAGEMENT SERVICE SRL,exact,2019-03-12,RON,storno,3060,-14571.41,UNRESOLVED,NONE,,,,,,,Stornare avans servicii conform: contract 134/14.12.2018 Stornare avans servicii conform: contract 134/14.12.2018 Factura BT.BIT 88/25.02.2019(3060 euro+TVA la ,1,org exact; 1 activities but no signal matched,[],
accounting:BT.BIT 99,BT.BIT 99,BCR ASIGURARI DE VIATA VIENNA INSURANCE GROUP SA,none,2019-03-12,RON,,11250,63612.05,UNRESOLVED,NONE,,,,,,,"SERVICII CONFORM CONTRACT 136/14.12.2018 SERVICII CONFORM CONTRACT 136/14.12.2018 11250 euro+TVA la cursul BNR de 4,7516 lei din 11.03.2019",0,org not found in tracker,[],
accounting:BT.BIT 100,BT.BIT 100,VIG MANAGEMENT SERVICE SRL,exact,2019-03-12,RON,,7650,43256.19,UNRESOLVED,NONE,,,,,,,"Servicii conform: contract 134/14.12.2018 Servicii conform: contract 134/14.12.2018 7650 euro + tva la cursul BNR de 4,7516 lei din 11.03.2019",1,org exact; 1 activities but no signal matched,[],
accounting:BT.BIT 101,BT.BIT 101,CONNECTIONS CONSULT SRL,none,2019-04-01,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 102,BT.BIT 102,RATIONAL SOFTWARE CONSULTING SRL,none,2019-04-01,RON,,1200,6800.85,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 LA CONTRACTUL NR.129/13.09.2018 ( 1200 EURO+TVA),0,org not found in tracker,[],
accounting:BT.BIT 103,BT.BIT 103,JAXABLE SRL,exact,2019-04-10,RON,avans,1400,7931.99,SCORED,LOW,RED-PEN-B-E-B-17,30.4.2025,,2025,BSS,servicii de pentest,SERVICII CONFORM CONTRACT 145/01.04.2019 SERVICII CONFORM CONTRACT 145/01.04.2019 Avans 40%( 1400 euro+TVA),2,org exact; score=2 margin=0 on []; 1 distinct part# near top; avans,"[{""pn"":""RED-PEN-B-E-B-17"",""score"":2,""on"":[],""ref"":""30.4.2025"",""desc"":""servicii de pentest""},{""pn"":""RED-PEN-B-E-B-17"",""score"":2,""on"":[],""ref"":""30.4.2025"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 104,BT.BIT 104,NETOPIA SRL,none,2019-04-11,RON,,3150,17841.3,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM CONTRACT 115/20.02.2019 SERVICII CONFORM CONTRACT 115/20.02.2019 Act aditiuonal nr.1 din 25/03.2019( 3150 euro+TVA),0,org not found in tracker,[],
accounting:BT.BIT 105,BT.BIT 105,TYPINGDNA SRL,exact,2019-04-11,RON,,100,566.3,SCORED,LOW,RED-PEN-B-E-B-30,No. 300/18.6.2024,,2024,BSS,servicii de pentest,SERVICII CONFORM CONTRACT 144/05.03.2019 SERVICII CONFORM CONTRACT 144/05.03.2019 100 euro+TVA,1,org exact; score=2 margin=2 on []; 1 distinct part# near top,"[{""pn"":""RED-PEN-B-E-B-30"",""score"":2,""on"":[],""ref"":""No. 300/18.6.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 107,BT.BIT 107,ASIGURAREA ROMANEASCA - ASIROM VIENNA INSURANCE GROUP SA,none,2019-04-17,RON,storno,6300,53512.47,UNRESOLVED,NONE,,,,,,,"AVANS SERVICII CONFOR CONTRACT NR.135/14.12.2018 AVANS SERVICII CONFOR CONTRACT NR.135/14.12.2018 Stornare avans 6300 euro +TVA la cursul BNR de 4,7619 lei din ",0,org not found in tracker,[],
accounting:BT.BIT 108,BT.BIT 108,RATIONAL SOFTWARE CONSULTING SRL,none,2019-05-03,RON,,1200,6791.76,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 SERVICII CONFORM ACT ADITIONAL NR.1/21.01.2019 LA CONTRACTUL NR.129/13.09.2018 ( 1200 EURO+TVA),0,org not found in tracker,[],
accounting:BT.BIT 109,BT.BIT 109,CONNECTIONS CONSULT SRL,none,2019-05-03,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 110,BT.BIT 110,KEYSIGHT TECHNOLOGIES RO SRL,exact,2019-05-28,RON,,,44183.25,SCORED,LOW,KS-MM-RD-2,236Bis/25.04.2019,,2019,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing and consultancy services Penetration testing and consultancy services Supplier Number 158762/22.05.2019( EUR 9.282 TOTAL CU TVA) Purchase Or,25,org exact; score=16 margin=0 on [data final (3d)]; 1 distinct part# near top,"[{""pn"":""KS-MM-RD-2"",""score"":16,""on"":[""data final (3d)""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":16,""on"":[""data final (10d)""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":9,""on"":[""data final (70d)""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 111,BT.BIT 111,AVAELGO SRL,none,2019-05-28,RON,,11500,65141.97,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM CONTRACT NR. 598/11.09.2017 - Anexa 2 SERVICII CONFORM CONTRACT NR. 598/11.09.2017 - Anexa 2 11.500 euro +TVA,0,org not found in tracker,[],
accounting:BT.BIT 113,BT.BIT 113,ORANGE ROMANIA SA,exact,2019-05-30,RON,,,109168.33,SCORED,LOW,ORO-TEM-DEV-300,PO 40372191,,2019,BSS,dezvoltari tem,Adaugare/imbunatatire functionalitati BIS Threatmap Adaugare/imbunatatire functionalitati BIS Threatmap Nr Notificare C63274 ;Nr PO/Release 40372191; Data Livra,13,org exact; score=15 margin=10 on [data final (0d)]; 2 distinct part# near top,"[{""pn"":""ORO-TEM-DEV-300"",""score"":15,""on"":[""data final (0d)""],""ref"":""PO 40372191"",""desc"":""dezvoltari tem""},{""pn"":""BLUE-IR-100"",""score"":5,""on"":[""data final (153d)""],""ref"":""PO 40360300"",""desc"":""data breach""},{""pn"":""ORO-TEM-DEV-50"",""score"":4,""on"":[],""ref"":""PO 40298463"",""desc"":""Adaugare/imbunatatire\nfunctionalitati pentru\nplatforma BIS T""}]",
accounting:BT.BIT 114,BT.BIT 114,RATIONAL SOFTWARE CONSULTING SRL,none,2019-06-03,RON,,1200,6775.86,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM CONTRACT NR. 139/13.09.2018 SERVICII CONFORM CONTRACT NR. 139/13.09.2018 1200 euro+TVA la cursul BNR,0,org not found in tracker,[],
accounting:BT.BIT 115,BT.BIT 115,CONNECTIONS CONSULT SRL,none,2019-06-03,RON,,,8925,UNRESOLVED,NONE,,,,,,,SERVICII CONFORM ACT ADITIONAL NR.1 SERVICII CONFORM ACT ADITIONAL NR.1 LA CONTRACTUL NR.130/26.09.2018,0,org not found in tracker,[],
accounting:BT.BIT 116,BT.BIT 116,SMS HIGHWAY SRL,none,2019-06-05,RON,avans,2360,13282.33,UNRESOLVED,NONE,,,,,,,AVANS 40% CONFORM CONTRACT 146 DIN 30.05.2019 AVANS 40% CONFORM CONTRACT 146 DIN 30.05.2019 2360 euro + TVA,0,org not found in tracker,[],
